review/profileName,review/time,review/overall,review/taste,review/palate,review/appearance,beer/name,beer/style,beer/beerId
thewolf,1208822400,15/20,8/10,2/5,3/5,Sharps Single Brew Reserve,Bitter,85097
duff,1205107200,15/20,7/10,3/5,3/5,Sharps Single Brew Reserve,Bitter,85097
madmitch76,1280102400,14/20,7/10,4/5,4/5,Sharps Petite Massive,Barley Wine,126148
tdtm82,1279065600,16/20,9/10,4/5,4/5,Sharps Petite Massive,Barley Wine,126148
Geiserich,1320105600,13/20,7/10,3/5,4/5,Sharps Red Ale,Bitter,114678
BeerSkull,1320019200,11/20,6/10,2/5,3/5,Sharps Red Ale,Bitter,114678
greenmanalishi,1315785600,8/20,6/10,3/5,3/5,Sharps Red Ale,Bitter,114678
Rune,1288569600,11/20,6/10,3/5,4/5,Sharps Red Ale,Bitter,114678
Finn,1288569600,11/20,6/10,3/5,4/5,Sharps Red Ale,Bitter,114678
Leighton,1285804800,16/20,7/10,3/5,3/5,Sharps Red Ale,Bitter,114678
Svesse,1260144000,12/20,6/10,3/5,4/5,Sharps Red Ale,Bitter,114678
pivnizub,1191542400,13/20,6/10,3/5,3/5,Sharps French Resistance,Bitter,78291
Mungo,1191024000,12/20,6/10,4/5,3/5,Sharps French Resistance,Bitter,78291
HogTownHarry,1190160000,15/20,7/10,4/5,3/5,Sharps French Resistance,Bitter,78291
Scopey,1314662400,13/20,7/10,3/5,3/5,Sharps Honey Spice Triple,Wheat Ale,132738
fonefan,1296345600,13/20,6/10,3/5,3/5,Sharps Honey Spice Triple,Wheat Ale,132738
Theis,1294617600,14/20,6/10,3/5,3/5,Sharps Honey Spice Triple,Wheat Ale,132738
Ungstrup,1294272000,15/20,8/10,4/5,3/5,Sharps Honey Spice Triple,Wheat Ale,132738
madsberg,1294185600,11/20,6/10,3/5,3/5,Sharps Honey Spice Triple,Wheat Ale,132738
Pinball,1294185600,13/20,6/10,3/5,3/5,Sharps Honey Spice Triple,Wheat Ale,132738
yespr,1294185600,13/20,7/10,3/5,3/5,Sharps Honey Spice Triple,Wheat Ale,132738
Papsoe,1294185600,11/20,5/10,2/5,3/5,Sharps Honey Spice Triple,Wheat Ale,132738
madmitch76,1287792000,14/20,7/10,4/5,4/5,Sharps Honey Spice Triple,Wheat Ale,132738
fonefan,1289865600,12/20,6/10,3/5,3/5,Sharps Gentle Jane,Golden Ale/Blond Ale,121045
madmitch76,1277510400,12/20,7/10,3/5,3/5,Sharps Gentle Jane,Golden Ale/Blond Ale,121045
MesandSim,1275523200,14/20,7/10,3/5,3/5,Sharps Gentle Jane,Golden Ale/Blond Ale,121045
DJMonarch,1274400000,14/20,7/10,3/5,3/5,Sharps Gentle Jane,Golden Ale/Blond Ale,121045
wheresthepath,1272326400,13/20,7/10,4/5,2/5,Sharps Gentle Jane,Golden Ale/Blond Ale,121045
bobinlondon,1272240000,14/20,7/10,4/5,4/5,Sharps Gentle Jane,Golden Ale/Blond Ale,121045
cgarvieuk,1271548800,12/20,6/10,4/5,3/5,Sharps Gentle Jane,Golden Ale/Blond Ale,121045
hughie,1271462400,12/20,6/10,4/5,3/5,Sharps Gentle Jane,Golden Ale/Blond Ale,121045
DruncanVeasey,1271462400,14/20,7/10,3/5,4/5,Sharps Gentle Jane,Golden Ale/Blond Ale,121045
maeib,1271289600,14/20,7/10,3/5,3/5,Sharps Gentle Jane,Golden Ale/Blond Ale,121045
SilkTork,1271116800,14/20,5/10,5/5,5/5,Sharps Gentle Jane,Golden Ale/Blond Ale,121045
berkshirejohn,1271116800,12/20,5/10,3/5,3/5,Sharps Gentle Jane,Golden Ale/Blond Ale,121045
Bullit,1271030400,15/20,7/10,4/5,3/5,Sharps Gentle Jane,Golden Ale/Blond Ale,121045
RichardW,1270944000,11/20,5/10,3/5,3/5,Sharps Gentle Jane,Golden Ale/Blond Ale,121045
leaparsons,1270944000,12/20,5/10,3/5,3/5,Sharps Gentle Jane,Golden Ale/Blond Ale,121045
downender,1270944000,14/20,7/10,3/5,3/5,Sharps Gentle Jane,Golden Ale/Blond Ale,121045
imdownthepub,1270684800,14/20,7/10,3/5,4/5,Sharps Gentle Jane,Golden Ale/Blond Ale,121045
harrisoni,1270684800,13/20,6/10,3/5,3/5,Sharps Gentle Jane,Golden Ale/Blond Ale,121045
sm89walt,1270598400,12/20,6/10,3/5,3/5,Sharps Gentle Jane,Golden Ale/Blond Ale,121045
madmitch76,1310256000,14/20,8/10,4/5,4/5,Sharps DW,Abbey Tripel,133117
Scopey,1310256000,14/20,7/10,3/5,3/5,Sharps DW,Abbey Tripel,133117
Leighton,1310169600,16/20,7/10,3/5,3/5,Sharps DW,Abbey Tripel,133117
fonefan,1289174400,14/20,7/10,3/5,3/5,Sharps DW,Abbey Tripel,133117
Fin,1288656000,13/20,7/10,3/5,3/5,Sharps DW,Abbey Tripel,133117
Bullit,1288656000,14/20,7/10,3/5,3/5,Sharps DW,Abbey Tripel,133117
cgarvieuk,1288396800,14/20,8/10,4/5,3/5,Sharps DW,Abbey Tripel,133117
justm,1322956800,12/20,6/10,3/5,3/5,Sharps Monsieur Rock,Golden Ale/Blond Ale,140193
Leighton,1322524800,15/20,7/10,3/5,3/5,Sharps Monsieur Rock,Golden Ale/Blond Ale,140193
oh6gdx,1316822400,9/20,5/10,3/5,3/5,Sharps Monsieur Rock,Golden Ale/Blond Ale,140193
rauchbier,1305763200,14/20,7/10,3/5,2/5,Sharps Monsieur Rock,Golden Ale/Blond Ale,140193
BeerCast_Rich,1305158400,15/20,7/10,3/5,4/5,Sharps Monsieur Rock,Golden Ale/Blond Ale,140193
fonefan,1304726400,13/20,6/10,3/5,3/5,Sharps Monsieur Rock,Golden Ale/Blond Ale,140193
cgarvieuk,1304121600,14/20,8/10,3/5,3/5,Sharps Monsieur Rock,Golden Ale/Blond Ale,140193
harrisoni,1300492800,13/20,6/10,2/5,3/5,Sharps Monsieur Rock,Golden Ale/Blond Ale,140193
planky84,1299456000,14/20,7/10,3/5,3/5,Sharps Monsieur Rock,Golden Ale/Blond Ale,140193
tommann,1299369600,10/20,5/10,3/5,3/5,Sharps Monsieur Rock,Golden Ale/Blond Ale,140193
downender,1299369600,14/20,6/10,4/5,4/5,Sharps Monsieur Rock,Golden Ale/Blond Ale,140193
Fin,1289952000,12/20,6/10,3/5,3/5,Sharps St Enodoc Double,Belgian Strong Ale,103835
chriso,1266624000,14/20,7/10,4/5,3/5,Sharps St Enodoc Double,Belgian Strong Ale,103835
KimJohansen,1265587200,10/20,5/10,2/5,2/5,Sharps St Enodoc Double,Belgian Strong Ale,103835
madsberg,1265587200,11/20,6/10,3/5,3/5,Sharps St Enodoc Double,Belgian Strong Ale,103835
Ungstrup,1265587200,13/20,7/10,3/5,3/5,Sharps St Enodoc Double,Belgian Strong Ale,103835
yespr,1265587200,13/20,6/10,3/5,3/5,Sharps St Enodoc Double,Belgian Strong Ale,103835
Papsoe,1265587200,13/20,6/10,3/5,3/5,Sharps St Enodoc Double,Belgian Strong Ale,103835
fonefan,1254873600,11/20,5/10,3/5,4/5,Sharps St Enodoc Double,Belgian Strong Ale,103835
cgarvieuk,1253404800,16/20,8/10,3/5,3/5,Sharps St Enodoc Double,Belgian Strong Ale,103835
Christian,1249776000,14/20,7/10,3/5,3/5,Sharps St Enodoc Double,Belgian Strong Ale,103835
oh6gdx,1249603200,13/20,7/10,3/5,3/5,Sharps St Enodoc Double,Belgian Strong Ale,103835
thebeertourist,1244505600,13/20,7/10,4/5,4/5,Sharps St Enodoc Double,Belgian Strong Ale,103835
harrisoni,1243814400,13/20,7/10,3/5,3/5,Sharps St Enodoc Double,Belgian Strong Ale,103835
DonMagi,1243555200,13/20,7/10,4/5,3/5,Sharps St Enodoc Double,Belgian Strong Ale,103835
HogTownHarry,1242950400,13/20,7/10,3/5,3/5,Sharps St Enodoc Double,Belgian Strong Ale,103835
anders37,1283644800,13/20,6/10,3/5,3/5,Sharps 6 Hop IPA,Bitter,119586
larsga,1272844800,14/20,6/10,4/5,4/5,Sharps 6 Hop IPA,Bitter,119586
caesar,1272585600,14/20,7/10,3/5,3/5,Sharps 6 Hop IPA,Bitter,119586
dnas2,1271980800,12/20,8/10,3/5,4/5,Sharps 6 Hop IPA,Bitter,119586
DanielBrown,1271548800,13/20,6/10,3/5,3/5,Sharps 6 Hop IPA,Bitter,119586
harrisoni,1270339200,13/20,7/10,3/5,3/5,Sharps 6 Hop IPA,Bitter,119586
DruncanVeasey,1270252800,14/20,7/10,3/5,4/5,Sharps 6 Hop IPA,Bitter,119586
SaintMatty,1269993600,14/20,7/10,3/5,3/5,Sharps 6 Hop IPA,Bitter,119586
NoiZe,1269648000,11/20,6/10,3/5,3/5,Sharps 6 Hop IPA,Bitter,119586
skortila,1268870400,10/20,6/10,3/5,3/5,Sharps 6 Hop IPA,Bitter,119586
Bullit,1268697600,13/20,7/10,3/5,3/5,Sharps 6 Hop IPA,Bitter,119586
hughie,1268438400,11/20,6/10,4/5,3/5,Sharps 6 Hop IPA,Bitter,119586
Gary,1309996800,14/20,7/10,3/5,3/5,Sharps Honey Spice (Cask),Golden Ale/Blond Ale,105128
Ungstrup,1307491200,13/20,6/10,3/5,3/5,Sharps Honey Spice (Cask),Golden Ale/Blond Ale,105128
FatPhil,1293321600,13/20,7/10,4/5,3/5,Sharps Honey Spice (Cask),Golden Ale/Blond Ale,105128
oh6gdx,1283644800,12/20,6/10,3/5,3/5,Sharps Honey Spice (Cask),Golden Ale/Blond Ale,105128
Oakes,1283385600,12/20,6/10,3/5,4/5,Sharps Honey Spice (Cask),Golden Ale/Blond Ale,105128
Beershine,1283299200,14/20,7/10,4/5,4/5,Sharps Honey Spice (Cask),Golden Ale/Blond Ale,105128
joe19612,1283126400,11/20,5/10,3/5,3/5,Sharps Honey Spice (Cask),Golden Ale/Blond Ale,105128
yespr,1280880000,13/20,7/10,3/5,3/5,Sharps Honey Spice (Cask),Golden Ale/Blond Ale,105128
tdtm82,1279152000,15/20,8/10,4/5,4/5,Sharps Honey Spice (Cask),Golden Ale/Blond Ale,105128
JamieFerdinand,1279065600,10/20,6/10,3/5,3/5,Sharps Honey Spice (Cask),Golden Ale/Blond Ale,105128
chriso,1266624000,10/20,5/10,3/5,3/5,Sharps Honey Spice (Cask),Golden Ale/Blond Ale,105128
anders37,1259798400,14/20,6/10,3/5,3/5,Sharps Honey Spice (Cask),Golden Ale/Blond Ale,105128
fonefan,1254787200,11/20,6/10,3/5,3/5,Sharps Honey Spice (Cask),Golden Ale/Blond Ale,105128
DonMagi,1253491200,12/20,5/10,3/5,3/5,Sharps Honey Spice (Cask),Golden Ale/Blond Ale,105128
imdownthepub,1247875200,11/20,5/10,3/5,3/5,Sharps Honey Spice (Cask),Golden Ale/Blond Ale,105128
downender,1247702400,13/20,6/10,3/5,3/5,Sharps Honey Spice (Cask),Golden Ale/Blond Ale,105128
cgarvieuk,1246579200,11/20,6/10,3/5,3/5,Sharps Honey Spice (Cask),Golden Ale/Blond Ale,105128
EFC1878,1246492800,10/20,5/10,2/5,3/5,Sharps Honey Spice (Cask),Golden Ale/Blond Ale,105128
RichardW,1246233600,11/20,6/10,3/5,3/5,Sharps Honey Spice (Cask),Golden Ale/Blond Ale,105128
hughie,1245110400,9/20,4/10,3/5,3/5,Sharps Honey Spice (Cask),Golden Ale/Blond Ale,105128
larsga,1305072000,13/20,6/10,4/5,4/5,Sharps Atlantic IPA (Cask),Bitter,49611
tdtm82,1302566400,14/20,8/10,4/5,3/5,Sharps Atlantic IPA (Cask),Bitter,49611
invinoveritas,1301616000,16/20,8/10,4/5,3/5,Sharps Atlantic IPA (Cask),Bitter,49611
Gary,1301616000,15/20,7/10,4/5,4/5,Sharps Atlantic IPA (Cask),Bitter,49611
austone,1224720000,14/20,6/10,3/5,4/5,Sharps Atlantic IPA (Cask),Bitter,49611
DruncanVeasey,1224201600,14/20,6/10,4/5,4/5,Sharps Atlantic IPA (Cask),Bitter,49611
Wombler,1223337600,15/20,6/10,3/5,3/5,Sharps Atlantic IPA (Cask),Bitter,49611
Rune,1220313600,10/20,4/10,3/5,3/5,Sharps Atlantic IPA (Cask),Bitter,49611
Skinnyviking,1218758400,8/20,4/10,3/5,4/5,Sharps Atlantic IPA (Cask),Bitter,49611
daniele,1218067200,12/20,6/10,3/5,4/5,Sharps Atlantic IPA (Cask),Bitter,49611
bman1986,1218067200,16/20,7/10,4/5,3/5,Sharps Atlantic IPA (Cask),Bitter,49611
Ethereal,1215820800,10/20,6/10,3/5,2/5,Sharps Atlantic IPA (Cask),Bitter,49611
mirjukka,1211587200,13/20,7/10,3/5,3/5,Sharps Atlantic IPA (Cask),Bitter,49611
Doppelganger,1203465600,13/20,6/10,4/5,3/5,Sharps Atlantic IPA (Cask),Bitter,49611
Skou,1203292800,18/20,9/10,4/5,4/5,Sharps Atlantic IPA (Cask),Bitter,49611
thewolf,1203120000,13/20,8/10,3/5,3/5,Sharps Atlantic IPA (Cask),Bitter,49611
thebeertourist,1196812800,13/20,7/10,4/5,3/5,Sharps Atlantic IPA (Cask),Bitter,49611
oh6gdx,1189987200,12/20,6/10,3/5,3/5,Sharps Atlantic IPA (Cask),Bitter,49611
MesandSim,1189728000,14/20,7/10,3/5,3/5,Sharps Atlantic IPA (Cask),Bitter,49611
TBone,1189123200,12/20,7/10,3/5,3/5,Sharps Atlantic IPA (Cask),Bitter,49611
ThomasE,1184198400,11/20,5/10,3/5,3/5,Sharps Atlantic IPA (Cask),Bitter,49611
downender,1182816000,9/20,6/10,3/5,3/5,Sharps Atlantic IPA (Cask),Bitter,49611
FatPhil,1179100800,14/20,7/10,4/5,3/5,Sharps Atlantic IPA (Cask),Bitter,49611
HarryFlashman,1178755200,8/20,4/10,2/5,2/5,Sharps Atlantic IPA (Cask),Bitter,49611
beermouth,1175040000,9/20,5/10,3/5,2/5,Sharps Atlantic IPA (Cask),Bitter,49611
berkshirejohn,1173139200,13/20,6/10,3/5,3/5,Sharps Atlantic IPA (Cask),Bitter,49611
Tranquillity,1169337600,10/20,8/10,3/5,3/5,Sharps Atlantic IPA (Cask),Bitter,49611
TheGrandMaster,1164499200,11/20,5/10,2/5,3/5,Sharps Atlantic IPA (Cask),Bitter,49611
DonMagi,1161216000,12/20,6/10,3/5,3/5,Sharps Atlantic IPA (Cask),Bitter,49611
Gr0ve,1160870400,13/20,6/10,4/5,3/5,Sharps Atlantic IPA (Cask),Bitter,49611
dj,1158969600,15/20,8/10,3/5,3/5,Sharps Atlantic IPA (Cask),Bitter,49611
DJMonarch,1157760000,13/20,7/10,3/5,3/5,Sharps Atlantic IPA (Cask),Bitter,49611
omhper,1155168000,12/20,7/10,3/5,3/5,Sharps Atlantic IPA (Cask),Bitter,49611
Joeh,1147737600,14/20,7/10,4/5,4/5,Sharps Atlantic IPA (Cask),Bitter,49611
Nekronos,1145664000,11/20,6/10,3/5,3/5,Sharps Atlantic IPA (Cask),Bitter,49611
imdownthepub,1142726400,13/20,7/10,3/5,4/5,Sharps Atlantic IPA (Cask),Bitter,49611
fiulijn,1135296000,13/20,7/10,4/5,4/5,Sharps Atlantic IPA (Cask),Bitter,49611
Ungstrup,1133913600,11/20,6/10,2/5,3/5,Sharps Atlantic IPA (Cask),Bitter,49611
johndoughty,1133568000,12/20,6/10,4/5,4/5,Sharps Atlantic IPA (Cask),Bitter,49611
chriso,1128643200,14/20,6/10,4/5,4/5,Sharps Atlantic IPA (Cask),Bitter,49611
SilkTork,1128384000,16/20,3/10,3/5,3/5,Sharps Atlantic IPA (Cask),Bitter,49611
tiggmtl,1126396800,10/20,6/10,3/5,2/5,Sharps Atlantic IPA (Cask),Bitter,49611
Mungo,1124841600,11/20,5/10,3/5,3/5,Sharps Atlantic IPA (Cask),Bitter,49611
nagle,1124755200,18/20,8/10,4/5,4/5,Sharps Atlantic IPA (Cask),Bitter,49611
CornishRob,1124755200,19/20,9/10,5/5,5/5,Sharps Atlantic IPA (Cask),Bitter,49611
kook,1124323200,10/20,5/10,3/5,3/5,Sharps Atlantic IPA (Cask),Bitter,49611
duff,1123372800,11/20,6/10,3/5,3/5,Sharps Atlantic IPA (Cask),Bitter,49611
DanielBrown,1123372800,13/20,6/10,3/5,3/5,Sharps Atlantic IPA (Cask),Bitter,49611
harrisoni,1123372800,11/20,6/10,3/5,3/5,Sharps Atlantic IPA (Cask),Bitter,49611
madsberg,1123372800,14/20,7/10,3/5,3/5,Sharps Atlantic IPA (Cask),Bitter,49611
maeib,1123200000,11/20,6/10,3/5,3/5,Sharps Atlantic IPA (Cask),Bitter,49611
fonefan,1201392000,13/20,7/10,3/5,3/5,Sharps Nadelik Lowen (3.7%),Bitter,83511
chriso,1297814400,11/20,5/10,3/5,3/5,Sharps Honey Spice Wheat Beer (Bottle),Wheat Ale,88623
madmitch76,1258761600,13/20,7/10,3/5,3/5,Sharps Honey Spice Wheat Beer (Bottle),Wheat Ale,88623
Christian,1249776000,9/20,5/10,3/5,3/5,Sharps Honey Spice Wheat Beer (Bottle),Wheat Ale,88623
oh6gdx,1249344000,13/20,7/10,3/5,4/5,Sharps Honey Spice Wheat Beer (Bottle),Wheat Ale,88623
imdownthepub,1248912000,15/20,7/10,4/5,3/5,Sharps Honey Spice Wheat Beer (Bottle),Wheat Ale,88623
ladnewton,1246233600,18/20,9/10,4/5,4/5,Sharps Honey Spice Wheat Beer (Bottle),Wheat Ale,88623
maeib,1246147200,8/20,4/10,3/5,3/5,Sharps Honey Spice Wheat Beer (Bottle),Wheat Ale,88623
leaparsons,1245110400,14/20,7/10,4/5,3/5,Sharps Honey Spice Wheat Beer (Bottle),Wheat Ale,88623
Beth101,1223856000,10/20,4/10,2/5,2/5,Sharps Honey Spice Wheat Beer (Bottle),Wheat Ale,88623
Wombler,1223337600,18/20,8/10,4/5,4/5,Sharps Honey Spice Wheat Beer (Bottle),Wheat Ale,88623
hughie,1222214400,11/20,6/10,4/5,3/5,Sharps Honey Spice Wheat Beer (Bottle),Wheat Ale,88623
weaselkenievil,1222041600,15/20,7/10,4/5,3/5,Sharps Honey Spice Wheat Beer (Bottle),Wheat Ale,88623
HogcliffeLenny,1220400000,10/20,5/10,3/5,3/5,Sharps Honey Spice Wheat Beer (Bottle),Wheat Ale,88623
harrisoni,1220400000,13/20,6/10,3/5,3/5,Sharps Honey Spice Wheat Beer (Bottle),Wheat Ale,88623
berkshirejohn,1220313600,15/20,7/10,2/5,3/5,Sharps Honey Spice Wheat Beer (Bottle),Wheat Ale,88623
johninmelb,1220313600,14/20,7/10,4/5,3/5,Sharps Honey Spice Wheat Beer (Bottle),Wheat Ale,88623
greenmanalishi,1220140800,12/20,6/10,3/5,4/5,Sharps Honey Spice Wheat Beer (Bottle),Wheat Ale,88623
Fin,1219622400,12/20,6/10,3/5,3/5,Sharps Honey Spice Wheat Beer (Bottle),Wheat Ale,88623
dj,1219363200,15/20,6/10,3/5,3/5,Sharps Honey Spice Wheat Beer (Bottle),Wheat Ale,88623
johndoughty,1219363200,14/20,8/10,4/5,5/5,Sharps Honey Spice Wheat Beer (Bottle),Wheat Ale,88623
downender,1219276800,12/20,6/10,3/5,3/5,Sharps Honey Spice Wheat Beer (Bottle),Wheat Ale,88623
cgarvieuk,1215216000,16/20,8/10,4/5,3/5,Sharps Honey Spice Wheat Beer (Bottle),Wheat Ale,88623
Bov,1212710400,12/20,6/10,3/5,4/5,Sharps Honey Spice Wheat Beer (Bottle),Wheat Ale,88623
evergreen0199,1322438400,15/20,8/10,4/5,3/5,Sharps Massive Ale,Barley Wine,92666
rlgk,1305676800,14/20,7/10,3/5,3/5,Sharps Massive Ale,Barley Wine,92666
Svesse,1294617600,14/20,7/10,4/5,4/5,Sharps Massive Ale,Barley Wine,92666
chriso,1291766400,15/20,7/10,4/5,3/5,Sharps Massive Ale,Barley Wine,92666
Fin,1290297600,13/20,6/10,3/5,3/5,Sharps Massive Ale,Barley Wine,92666
fonefan,1271721600,13/20,6/10,3/5,3/5,Sharps Massive Ale,Barley Wine,92666
joergen,1270857600,13/20,6/10,3/5,3/5,Sharps Massive Ale,Barley Wine,92666
yespr,1270857600,13/20,7/10,3/5,3/5,Sharps Massive Ale,Barley Wine,92666
KimJohansen,1270857600,12/20,6/10,3/5,3/5,Sharps Massive Ale,Barley Wine,92666
fiulijn,1270857600,9/20,4/10,1/5,4/5,Sharps Massive Ale,Barley Wine,92666
Papsoe,1270857600,11/20,6/10,3/5,3/5,Sharps Massive Ale,Barley Wine,92666
MesandSim,1246752000,15/20,8/10,4/5,3/5,Sharps Massive Ale,Barley Wine,92666
harrisoni,1243814400,15/20,7/10,3/5,4/5,Sharps Massive Ale,Barley Wine,92666
DonMagi,1243555200,14/20,7/10,4/5,4/5,Sharps Massive Ale,Barley Wine,92666
HogTownHarry,1242950400,15/20,8/10,3/5,4/5,Sharps Massive Ale,Barley Wine,92666
cgarvieuk,1220659200,15/20,8/10,3/5,4/5,Sharps Massive Ale,Barley Wine,92666
bhensonb,1305244800,14/20,5/10,4/5,4/5,Sharps Orchard Cornish Cider,Cider,138583
chriso,1297036800,8/20,4/10,2/5,3/5,Sharps Orchard Cornish Cider,Cider,138583
oh6gdx,1212192000,12/20,6/10,3/5,3/5,Sharps Cornish Jack,Bitter,44605
SaintMatty,1211500800,12/20,6/10,3/5,3/5,Sharps Cornish Jack,Bitter,44605
TBone,1211068800,10/20,5/10,2/5,3/5,Sharps Cornish Jack,Bitter,44605
FatPhil,1190592000,13/20,7/10,3/5,3/5,Sharps Cornish Jack,Bitter,44605
maeib,1189814400,11/20,5/10,3/5,3/5,Sharps Cornish Jack,Bitter,44605
imdownthepub,1110067200,14/20,7/10,3/5,3/5,Sharps Cornish Jack,Bitter,44605
Leighton,1298419200,17/20,7/10,4/5,4/5,Sharps Cornish Stout,Stout,137032
chriso,1297987200,15/20,7/10,4/5,4/5,Sharps Cornish Stout,Stout,137032
maeib,1295308800,10/20,5/10,3/5,4/5,Sharps Cornish Stout,Stout,137032
harrisoni,1295049600,13/20,8/10,4/5,4/5,Sharps Cornish Stout,Stout,137032
rosenbergh,1294790400,13/20,7/10,4/5,4/5,Sharps Cornish Stout,Stout,137032
Leighton,1315267200,15/20,7/10,3/5,3/5,Sharps Abbey Red,Abbey Dubbel,152944
Scopey,1314748800,16/20,8/10,4/5,3/5,Sharps Abbey Red,Abbey Dubbel,152944
Tremo,1249603200,13/20,7/10,4/5,3/5,Sharps Doom Bar (Cask),Bitter,63098
Christian,1248912000,12/20,6/10,3/5,3/5,Sharps Doom Bar (Cask),Bitter,63098
Bullit,1248652800,12/20,6/10,3/5,3/5,Sharps Doom Bar (Cask),Bitter,63098
asheft,1246147200,9/20,3/10,3/5,4/5,Sharps Doom Bar (Cask),Bitter,63098
Straling,1244678400,12/20,7/10,4/5,3/5,Sharps Doom Bar (Cask),Bitter,63098
Yves,1242000000,9/20,5/10,3/5,3/5,Sharps Doom Bar (Cask),Bitter,63098
cgarvieuk,1238371200,15/20,7/10,3/5,3/5,Sharps Doom Bar (Cask),Bitter,63098
maeib,1234310400,12/20,5/10,3/5,3/5,Sharps Doom Bar (Cask),Bitter,63098
joe19612,1231632000,13/20,7/10,3/5,3/5,Sharps Doom Bar (Cask),Bitter,63098
albertane,1230854400,13/20,6/10,3/5,3/5,Sharps Doom Bar (Cask),Bitter,63098
haddon90,1229817600,12/20,5/10,3/5,3/5,Sharps Doom Bar (Cask),Bitter,63098
KnutAlbert,1228953600,10/20,5/10,3/5,4/5,Sharps Doom Bar (Cask),Bitter,63098
PJClarke,1228435200,15/20,6/10,4/5,4/5,Sharps Doom Bar (Cask),Bitter,63098
sm89walt,1227225600,11/20,7/10,3/5,3/5,Sharps Doom Bar (Cask),Bitter,63098
fiulijn,1224374400,12/20,6/10,3/5,3/5,Sharps Doom Bar (Cask),Bitter,63098
fonefan,1223510400,14/20,7/10,3/5,3/5,Sharps Doom Bar (Cask),Bitter,63098
Wombler,1223337600,16/20,7/10,4/5,4/5,Sharps Doom Bar (Cask),Bitter,63098
Palidor19,1223251200,12/20,6/10,3/5,3/5,Sharps Doom Bar (Cask),Bitter,63098
JoeMcPhee,1221868800,13/20,7/10,3/5,4/5,Sharps Doom Bar (Cask),Bitter,63098
MrAleman,1221350400,16/20,7/10,5/5,5/5,Sharps Doom Bar (Cask),Bitter,63098
MiP,1220918400,11/20,6/10,3/5,3/5,Sharps Doom Bar (Cask),Bitter,63098
Rune,1220313600,9/20,4/10,3/5,3/5,Sharps Doom Bar (Cask),Bitter,63098
Ethereal,1218240000,14/20,7/10,3/5,2/5,Sharps Doom Bar (Cask),Bitter,63098
KimJohansen,1218067200,11/20,5/10,3/5,3/5,Sharps Doom Bar (Cask),Bitter,63098
bman1986,1218067200,15/20,7/10,3/5,3/5,Sharps Doom Bar (Cask),Bitter,63098
wyzzywyz22,1214784000,11/20,5/10,3/5,3/5,Sharps Doom Bar (Cask),Bitter,63098
bobinlondon,1213401600,13/20,6/10,4/5,4/5,Sharps Doom Bar (Cask),Bitter,63098
JK54B,1212451200,13/20,6/10,3/5,3/5,Sharps Doom Bar (Cask),Bitter,63098
bhensonb,1211587200,14/20,6/10,4/5,4/5,Sharps Doom Bar (Cask),Bitter,63098
renffisch,1210550400,13/20,6/10,4/5,4/5,Sharps Doom Bar (Cask),Bitter,63098
Daredevil,1209859200,17/20,7/10,3/5,4/5,Sharps Doom Bar (Cask),Bitter,63098
yespr,1208131200,13/20,6/10,3/5,3/5,Sharps Doom Bar (Cask),Bitter,63098
leaparsons,1207699200,12/20,6/10,3/5,3/5,Sharps Doom Bar (Cask),Bitter,63098
shrubber85,1206230400,14/20,7/10,3/5,4/5,Sharps Doom Bar (Cask),Bitter,63098
evilsoc,1205539200,13/20,7/10,3/5,3/5,Sharps Doom Bar (Cask),Bitter,63098
thewolf,1205280000,10/20,7/10,3/5,4/5,Sharps Doom Bar (Cask),Bitter,63098
RichardGretton,1203811200,12/20,6/10,3/5,3/5,Sharps Doom Bar (Cask),Bitter,63098
Finn,1203292800,8/20,3/10,2/5,4/5,Sharps Doom Bar (Cask),Bitter,63098
altonbrownd,1200614400,13/20,7/10,3/5,3/5,Sharps Doom Bar (Cask),Bitter,63098
jerryballoono,1197158400,18/20,8/10,5/5,4/5,Sharps Doom Bar (Cask),Bitter,63098
DownsouthGav,1193875200,13/20,6/10,3/5,3/5,Sharps Doom Bar (Cask),Bitter,63098
Storm,1193529600,11/20,5/10,3/5,3/5,Sharps Doom Bar (Cask),Bitter,63098
Rastacouere,1191196800,12/20,5/10,3/5,4/5,Sharps Doom Bar (Cask),Bitter,63098
DonMagi,1185148800,16/20,8/10,4/5,4/5,Sharps Doom Bar (Cask),Bitter,63098
detroitsteel,1183939200,12/20,7/10,4/5,4/5,Sharps Doom Bar (Cask),Bitter,63098
Fin,1181433600,11/20,6/10,3/5,3/5,Sharps Doom Bar (Cask),Bitter,63098
oh6gdx,1179705600,12/20,6/10,3/5,3/5,Sharps Doom Bar (Cask),Bitter,63098
FatPhil,1179100800,13/20,7/10,4/5,3/5,Sharps Doom Bar (Cask),Bitter,63098
jammin7jg,1178841600,10/20,4/10,2/5,3/5,Sharps Doom Bar (Cask),Bitter,63098
berkshirejohn,1178236800,14/20,6/10,3/5,3/5,Sharps Doom Bar (Cask),Bitter,63098
downender,1176076800,12/20,7/10,3/5,4/5,Sharps Doom Bar (Cask),Bitter,63098
thebeertourist,1174521600,9/20,5/10,4/5,4/5,Sharps Doom Bar (Cask),Bitter,63098
MesandSim,1174435200,13/20,6/10,3/5,3/5,Sharps Doom Bar (Cask),Bitter,63098
reakt,1173139200,15/20,5/10,3/5,3/5,Sharps Doom Bar (Cask),Bitter,63098
HarryFlashman,1170028800,6/20,4/10,2/5,2/5,Sharps Doom Bar (Cask),Bitter,63098
